"GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NQO1",-0.396043905056442,4.59974061829711,-1.49670911294774,0.138713960442422,0.502809820722776,-4.92306128302259
"PTGR1",0.20892697981845,10.0240670366303,2.05505765583433,0.0433965835731246,0.303760895448143,-4.02428929903626
"CYP2A6",0.0832503476062065,11.980938670686,0.466684804948893,0.642093824773415,0.883671667727845,-5.86559446905975
"GSTA1",0.0614627901851765,11.1368612363429,0.555399137591758,0.580293645222699,0.85877877079904,-5.82275364597879
"GSTA2",0.0729175581613077,10.1522627123814,0.16923271154525,0.866074467752264,0.967803299306475,-5.95514443134792
"GSTA3",-0.0394614289233228,5.18498413011039,-0.180334766636931,0.857381758965775,0.964391721457763,-5.95330468233103
"GSTA5",-0.0635031756267379,2.86019860591944,-0.776694898544337,0.439809685343737,0.786841482152804,-5.68385751096726
"GSTP1",0.0470093521268558,7.30807866392025,0.302546647665102,0.763082532670512,0.932670358359146,-5.92534178119003
"GSTM1",0.23454270441521,8.90262013874521,0.237255540142856,0.813112897391669,0.951129531570295,-5.94203895450619
"GSTM3",-0.507874075612948,5.31195959152032,-1.40526855311483,0.164117748510071,0.536945212799283,-5.04520898485233
"MGST1",-0.113438600444104,11.1775066229863,-1.39630923317988,0.1667878785512,0.539799966866305,-5.05678641096811
"UGT1A1",0.00147819539927063,8.91841178759882,0.0146254614786128,0.988370270275739,0.99707528732456,-5.96862280948151
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"CES1",0.15192322648293,12.667412836291,2.32245381624028,0.0229559506920073,0.230111830545745,-3.50511441252189
"CBR1",-0.124124071217135,7.75701803898387,-0.97451165757616,0.332971334366738,0.714919556008807,-5.52137744351817
"CBR3",-0.0524983732363387,3.84589895528557,-0.584290488989554,0.560798532208073,0.849545416793958,-5.80721017208804
"PRDX6",-0.136864865633097,10.4117944065524,-1.25671950164266,0.212800104833008,0.599545857488094,-5.22807739031696
"PRDX1",-0.170245636108174,10.0725578035552,-2.00983731712036,0.0480873216091421,0.320731924698058,-4.10657044955485
"GCLC",-0.0529123020528601,9.0832544633763,-0.549762588742652,0.584134495455264,0.860029292322838,-5.82569504730335
"GCLM",-0.371851826249587,6.84983642503471,-2.59831644509153,0.0112954190613032,0.168965206750097,-2.91315826210632
"GSR",-0.195056143415348,9.24007431148033,-2.53606236175052,0.0133159544322842,0.182424022909238,-3.05158330055051
"SLC7A11",-0.368095333876662,2.46097093425254,-2.80294387878945,0.00645842665694178,0.128619890551015,-2.43897862330179
"FTL",0.0348588753827315,11.0628365640426,0.611705744411929,0.54260365969042,0.840622069097706,-5.79173940572392
"FTH1",-0.0187266110608082,10.353317900408,-0.315362409801316,0.7533724241654,0.928538786086663,-5.92159128354388
"HMOX1",0.289049491798539,7.95361683436918,1.10967616362128,0.270724769417291,0.659353374287808,-5.38983549228714
"G6PD",0.0619934255962926,6.01811829717427,0.646555279891114,0.519916291914741,0.830319158419543,-5.7710608710722
"PGD",-0.0928026664278541,9.05413317153669,-0.808252246705403,0.421531164937541,0.774917951155752,-5.66034875421433
"TKT",-0.0984194872278534,7.60251515909385,-0.805050083980397,0.423364928763798,0.776809968384112,-5.66277611800953
"TALDO1",-0.156401038749259,8.89886989339376,-1.85414808093036,0.0676950628966698,0.370954582133335,-4.37730559803539
"ME1",0.0266350928343124,6.51337170975588,0.119383549315777,0.905294380640147,0.976487433874955,-5.96196561519553
"IDH1",-0.00849017168911104,10.6866224603161,-0.0947758096074488,0.924748576295263,0.980547297388795,-5.96446452813121
"TXN",-0.561298726595171,8.8493169928559,-4.01556245208771,0.000140624755367205,0.0242315262270119,0.904565055116112
"SRXN1",-0.199030199534701,6.74763261448099,-1.73927504279407,0.0861365543756407,0.40931753250978,-4.56437517765342
"TXNRD1",-0.172864495956381,6.78864987615361,-1.59753935606213,0.114399012402606,0.4637647374878,-4.78002399517362
